pathway	pval	padj	log2err	ES	NES	size	leadingEdge
5991121_Formation_of_incision_complex_in_GG-NER	0.294642857142857	0.503626134613223	0.102821842840815	0.380865155321166	1.13907052817867	20	68240 19891 22590 14885 17420 13194 66671 19359 13870 209357 68275
5991122_Global_Genomic_NER_GG-NER_	0.00228797161607609	0.0154476358911827	0.431707695803346	0.551254415740518	1.86774819587091	33	69263 68240 72151 106344 19891 19687 22590 14885 18973 16881 18972 17420 69745 18538 13194 18971 66671 19718
5991123_Nucleotide_Excision_Repair	0.00767808283311695	0.0398173145151021	0.407017918923954	0.480326591577504	1.73769694891363	42	69263 68240 72151 106344 19891 19687 22590 14885 18973 16881 18972 17420 69745 18538 13194 69833 18971 66671 19718
5991124_DNA_Repair	0.000168447326566869	0.00178056395033238	0.518848077743792	0.442681917852762	1.85919909612647	101	19361 68026 15270 69263 12189 76843 67196 68240 72151 58206 106344 26909 17535 211651 19891 27015 19687 22590 14885 18973 16881 18972 80905 17420 69745 18538 237211 72774 100040608 58186 13194 22230 14156 268395 217365 69833 18971 66671 19718
5991125_Dual_incision_reaction_in_GG-NER	0.294642857142857	0.503626134613223	0.102821842840815	0.380865155321166	1.13907052817867	20	68240 19891 22590 14885 17420 13194 66671 19359 13870 209357 68275
5991129_Apoptosis	6.27436353912392e-05	0.000765995215401378	0.538434096309916	0.45429608310045	1.92439839436684	105	58801 14958 97165 22352 12043 14103 269582 227753 12367 13511 14940 14942 12018 12125 14944 17463 11783 22628 22627 26440 14939 14941 26444 14943 13063 19179 228769 19057 26445 11651 68097 57296 19170 12028 67151 16906 26442 19177
5991130_Programmed_Cell_Death	5.25417049349883e-05	0.000655094448763896	0.557332238758646	0.453750608402058	1.92497890322365	108	58801 14958 97165 22352 12043 74568 14103 269582 227753 12367 13511 14940 14942 12018 12125 14944 17463 11783 22628 22627 26440 14939 14941 26444 14943 13063 19179 228769 19057 26445 11651 68097 57296 19170 12028 67151 16906 26442 19177
5991131_RNA_Polymerase_II_Pre-transcription_Events	0.778364116094987	0.892605424719496	0.0706196247122591	-0.203512064603307	-0.819210370826402	45	12455 72949 20020 13871 67655 14884 20924 228980 433702 226182 24075 13872 72504 209361 24116
5991133_The_phototransduction_cascade	0.131868131868132	0.292707292707293	0.181383128498408	-0.445425521966773	-1.35585147770581	15	18750 20215 110606 75624 18761 107477
5991134_Visual_phototransduction	0.756369426751592	0.878100946536301	0.0480220415968251	0.22273546347901	0.809393487599806	43	14187 14733 27384 622402 20971 14697 17252 56307
5991137_CaM_pathway	0.126168224299065	0.28546169667665	0.191892240384838	-0.397416303196429	-1.31614924406061	21	12912 18750 11512 11513
5991138_Ca-dependent_events	0.137209302325581	0.299236079905225	0.183023938384487	-0.389519054150993	-1.30897761980594	22	12912 18750 11512 11513
5991139_PLC_beta_mediated_events	0.0398648683261708	0.133490359080778	0.321775918075361	-0.420879197242316	-1.51381899953918	29	12912 16439 18750 11512 11513 16440 18798
5991140_G-protein_mediated_events	0.0398648683261708	0.133490359080778	0.321775918075361	-0.420879197242316	-1.51381899953918	29	12912 16439 18750 11512 11513 16440 18798
5991141_Opioid_Signalling	0.129032258064516	0.290197120494734	0.204294756516886	-0.335965591552423	-1.30040383315691	41	12912 18578 16439 18750 11512 11513 16440 18798
5991142_Signaling_by_GPCR	0.180327868852459	0.359429017508643	0.111918316325105	0.240272035330857	1.15142603461965	257	12772 12774 80901 58861 12766 14062 16952 16995 140795 19217 12534 16443 15200 14702 57257 19055 17207 20304 70086 14682 319757 14676 12773 26417 233079 14064 15461 19088 13605 14767 19218 78826 20305 19057 21844 11853 11651 54199
5991143_DAG_and_IP3_signaling	0.0306356844119048	0.114843127231944	0.352487857583619	-0.464657514543401	-1.62941386823767	26	12912 16439 18750 11512 18803 11513 16440
5991144_PLC-gamma1_signalling	0.0182386648620382	0.0780135591909077	0.352487857583619	-0.459313229635036	-1.62691008920922	27	12912 16439 18750 11512 18803 11513 16440
5991145_NGF_signalling_via_TRKA_from_the_plasma_membrane	0.015277831912746	0.0699438242255401	0.380730400722792	-0.297012265767507	-1.46966869084607	116	19094 12912 20112 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 107746 319520 15370 29857 16440 78757 18708 20848 18706 109880 54401 16818 12929 12524 58988 26416 16653 104111 75778 12928 74769 56637 19211 18753 18574 18707 100042150 20111 18749
5991146_Signalling_by_NGF	0.00985277485754762	0.0481143838876909	0.380730400722792	-0.274427535200719	-1.44914405722446	177	19094 12912 102098 18035 20112 16150 16439 18750 171207 11512 20662 101497 14360 19165 56458 18803 22084 56717 11513 77647 16801 107746 319520 15370 29857 18554 16440 30938 78757 75547 19697 18708 20848 226970 18706 109880 54401 213498 16818 12929 12524 58988 15182
5991147_Downstream_signal_transduction	0.00346887711911137	0.0207424693040741	0.431707695803346	-0.356960956857488	-1.69690036118706	93	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 20852 107746 15370 16440 78757 17973 18708 20848 18706 54401 17974 16818 12929 12524 58988 16653 20850 104111 75778 20851 12928 74769 56637 19211 18753 18574 18707 100042150 18749
5991148_Signaling_by_PDGF	0.021316815482456	0.0879693934698535	0.352487857583619	-0.308544847575245	-1.48804657151352	104	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 20852 107746 15370 16440 78757 17973 18708 20848 18706 54401 17974 16818 12929 12524 58988 16653 20850 104111 75778 20851 12928 74769 56637 19211 18753 18574 18707 100042150
5991149_EGFR_interacts_with_phospholipase_C-gamma	0.0182386648620382	0.0780135591909077	0.352487857583619	-0.45934960914	-1.62703894720817	27	12912 16439 18750 11512 18803 11513 16440
5991150_Signaling_by_EGFR	0.0233480404800529	0.0925907262326742	0.352487857583619	-0.29939663235807	-1.43614675551452	100	12912 94212 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 13858 12402 15370 16440 78757 18708 18706 12988 54401 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991151_PLCG1_events_in_ERBB2_signaling	0.0182386648620382	0.0780135591909077	0.352487857583619	-0.45934960914	-1.62703894720817	27	12912 16439 18750 11512 18803 11513 16440
5991152_Signaling_by_ERBB2	0.0166293698086165	0.0755411682779012	0.352487857583619	-0.311520304694002	-1.46728798364667	89	12912 16439 18750 11512 20662 14360 56458 18803 56424 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 104111 75778 74769 75717 56637 19211 18753 18574 18707 100042150 18749
5991153_DAP12_signaling	0.25077399380805	0.450777792550666	0.154190966581424	-0.234522466573207	-1.10938485001511	95	12912 17444 16439 18750 11512 20662 14360 56458 18803 16797 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 16822 104111 75778 74769 56637 19211 18753 18574 18707 100042150
5991154_DAP12_interactions	0.25	0.450769230769231	0.154190966581424	-0.236772686183047	-1.12399930644233	98	12912 17444 16439 18750 11512 20662 14360 56458 18803 16797 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 320832 16822 104111 75778 74769 56637 19211 18753 18574 18707 100042150
5991155_Innate_Immune_System	0.39294403892944	0.59346702786766	0.066132620475844	0.212216746856179	1.04440320544784	336	12772 12774 16641 20430 16643 14389 12575 12043 234779 12534 22166 20018 67005 17164 15200 16854 67664 140579 73086 57257 27007 19055 12504 19419 14127 18019 67603 17463 26399 26417 64654 15461 56378 12491 58203 72349 26440 19088 26444 93765 52440 102626 23988 19179 26409 228769 26445 117149 22200 11651 383619 57296 19170 17246 108960 12315 66589 69379 67151 240354 13030 12519 12362 16179 14131 12631 19087 26442 19177 69870 228775 12343 69833 22325 22027 74414 19084 12314 12475 14784 18806 23996
5991157_Phospholipase_C-mediated_cascade:_FGFR1	0.0463475365715715	0.150886980171894	0.321775918075361	-0.402655012863243	-1.4757315424927	31	12912 16439 18750 11512 18803 11513 16440
5991158_Downstream_signaling_of_activated_FGFR1	0.0360580745302433	0.127289347438088	0.321775918075361	-0.311554881534018	-1.45536926428878	82	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991159_Signaling_by_FGFR1	0.0697060123426169	0.201220311491495	0.287805130535564	-0.293952121227841	-1.38912416056964	91	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 12402 15370 16440 78757 18708 18706 109880 54401 17346 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991160_Signaling_by_FGFR	0.0697060123426169	0.201220311491495	0.287805130535564	-0.293952121227841	-1.38912416056964	91	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 12402 15370 16440 78757 18708 18706 109880 54401 17346 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991161_Phospholipase_C-mediated_cascade;_FGFR2	0.0540948666557566	0.169516534012157	0.321775918075361	-0.412536661078561	-1.50051611155134	30	12912 16439 18750 11512 18803 11513 16440
5991162_Downstream_signaling_of_activated_FGFR2	0.0360580745302433	0.127289347438088	0.321775918075361	-0.311554881534018	-1.45536926428878	82	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991163_Signaling_by_FGFR2	0.0697060123426169	0.201220311491495	0.287805130535564	-0.293952121227841	-1.38912416056964	91	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 12402 15370 16440 78757 18708 18706 109880 54401 17346 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991164_Phospholipase_C-mediated_cascade;_FGFR3	0.0398648683261708	0.133490359080778	0.321775918075361	-0.420643919765347	-1.51297275311709	29	12912 16439 18750 11512 18803 11513 16440
5991165_Downstream_signaling_of_activated_FGFR3	0.0360580745302433	0.127289347438088	0.321775918075361	-0.311554881534018	-1.45536926428878	82	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991166_Signaling_by_FGFR3	0.0697060123426169	0.201220311491495	0.287805130535564	-0.293952121227841	-1.38912416056964	91	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 12402 15370 16440 78757 18708 18706 109880 54401 17346 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991167_Phospholipase_C-mediated_cascade;_FGFR4	0.0398648683261708	0.133490359080778	0.321775918075361	-0.420643919765347	-1.51297275311709	29	12912 16439 18750 11512 18803 11513 16440
5991168_Downstream_signaling_of_activated_FGFR4	0.0360580745302433	0.127289347438088	0.321775918075361	-0.311554881534018	-1.45536926428878	82	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991169_Signaling_by_FGFR4	0.0697060123426169	0.201220311491495	0.287805130535564	-0.293952121227841	-1.38912416056964	91	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 12402 15370 16440 78757 18708 18706 109880 54401 17346 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991170_Smooth_Muscle_Contraction	0.516994633273703	0.696457138157218	0.0716527366829457	0.336041109484245	0.96508391376614	17	20411 22330 59310 12315 17880 12314 12313 19303 20410 109700
5991171_Muscle_contraction	0.00281310236350864	0.017953441830472	0.431707695803346	0.529643161964498	1.83693393372313	35	12306 16952 22352 20411 11749 22330 59310 11474 17996 17896 12315 17880
5991172_Antigen_activates_B_Cell_Receptor_BCR_leading_to_generation_of_second_messengers	0.0789473684210526	0.223493516399695	0.248911114434702	-0.411524201489136	-1.40535644699644	24	16439 20662 14360 18803 12402 16440 17973 18708 20866 12143
5991173_Signaling_by_the_B_Cell_Receptor_BCR_	0.129746835443038	0.290197120494734	0.222056046145248	-0.243084724727399	-1.20174510161689	118	18751 12912 18035 16150 16439 20662 14360 56458 18803 22084 56717 77647 12402 15370 16440 78757 19697 17973 18708 18706 16818 21402 12524 58988 20866 19184 16653 12143 75778 26446 74769 56637 19211 19696 18707 100042150 12042 18036
5991174_Adaptive_Immune_System	0.168525402726146	0.346511880693059	0.115240003147781	0.240147559328392	1.16310659468858	284	80876 12477 66141 68713 15001 73804 26934 12520 12575 234779 26410 16412 56464 16410 228421 110033 15200 16551 380711 27007 14961 229841 54167 12504 19419 77371 22209 17463 17970 11773 64654 15461 13800 12491 26440 16571 223864 26444 20334 93765 16579 19179 26409 228769 16568 83490 26445 11651 68097 57296 19170 17246 12315 66589 104184 67151 240354 12519 71819 21355 15019 22637 26442 19177 14827 667803 228775 16563
5991175_FCERI_mediated_Ca+2_mobilization	0.115577889447236	0.269234147495017	0.208955027549354	-0.37778979497162	-1.32479495529159	26	17444 16439 21682 20662 18803 16797 16440 18018 16428 19058 16822
5991176_Fc_epsilon_receptor_FCERI_signaling	0.0375198467323779	0.130329735072383	0.321775918075361	-0.286306411096609	-1.3799492655229	106	12912 17444 18035 16150 16439 21682 20662 14360 56458 18803 16797 22084 56717 77647 15370 16440 78757 224105 19697 18708 18706 14281 54401 16818 18761 12524 58988 18018 16428 19058 16653 16822 18479 75778 26419
5991177_VEGFR2_mediated_cell_proliferation	0.466507177033493	0.655571236790472	0.0928481214159878	-0.293216982628113	-1.00133692116802	24	18751 16439 18750 18803
5991178_VEGFA-VEGFR2_Pathway	0.22093023255814	0.41034422990259	0.159646701919906	-0.258219677760302	-1.1613186549115	69	18751 19094 14083 16439 18750 14360 18803 19877 56717 29857 16440 78757 224105 242687 17973 18708 18706 54401 17974
5991179_Signaling_by_VEGF	0.489393939393939	0.673203869682743	0.066132620475844	0.246745576624422	0.984943053208046	74	20430 22339 12385 12534 16410 17164 140579 57257 17970 26417 15461 26362
5991181_CLEC7A_Dectin-1_signaling	0.553030303030303	0.731904068934698	0.0602484086158019	0.236280562605218	0.94161688206066	72	234779 19055 18019 17463 26440 26444 93765 19179 26409 228769 26445 22200 57296 19170 12315 66589 67151 240354 26442 19177 12314 23996
5991182_C-type_lectin_receptors_CLRs_	0.758160237388724	0.878100946536301	0.0446854397644147	0.20387640351789	0.835559514714587	88	234779 73086 19055 14127 18019 17463 15461 26440 26444 93765 19179 26409 228769 26445 22200 57296 19170 12315 66589 67151 240354 26442 19177
5991183_Inactivation,_recovery_and_regulation_of_the_phototransduction_cascade	0.131868131868132	0.292707292707293	0.181383128498408	-0.445425521966773	-1.35585147770581	15	18750 20215 110606 75624 18761 107477
5991185_IRS-related_events	0.587912087912088	0.762204609549742	0.0875697115548511	-0.223797816994947	-0.927292598575902	50	20662 22084 56717 19082 64930 18708 18706 54401 16337 16333 19042 12283 16653 72508 75778 74769
5991186_Insulin_receptor_signalling_cascade	0.571428571428571	0.749121124960051	0.0891647117820678	-0.223945009901393	-0.941397486061229	53	20662 22084 56717 19082 64930 18708 18706 54401 16337 16333 19042 12283 16653 72508 75778 12928 74769
5991187_Signaling_by_Insulin_receptor	0.804407713498623	0.908252254547578	0.0711327399327894	-0.181597767512238	-0.812134686517824	66	20662 22084 56717 21871 19082 64930 18708 18706 54401 16337 16333 19042 12283 16653 72508 75778 12928 74769
5991188_Insulin_receptor_recycling	0.937611408199644	0.969030485370355	0.0433636987883266	0.201346456835424	0.571960068208249	16	11964 114143 11984
5991190_IRS-mediated_signalling	0.74798927613941	0.8731508283221	0.0734381410838857	-0.201384287165742	-0.819663421346272	47	20662 22084 56717 19082 64930 18708 18706 54401 19042 12283 16653 72508 75778 74769
5991191_IRS-related_events_triggered_by_IGF1R	0.574866310160428	0.751945664629488	0.0873098257637931	-0.22592365061252	-0.931030231017094	49	16001 20662 22084 56717 19082 64930 18708 18706 54401 19042 12283 16653 72508 75778 74769
5991192_IGF1R_signaling_cascade	0.612637362637363	0.785288862418106	0.0852884689790502	-0.22125677996177	-0.916763966683012	50	16001 20662 22084 56717 19082 64930 18708 18706 54401 19042 12283 16653 72508 75778 74769
5991193_Signaling_by_Type_1_Insulin-like_Growth_Factor_1_Receptor_IGF1R_	0.612637362637363	0.785288862418106	0.0852884689790502	-0.22125677996177	-0.916763966683012	50	16001 20662 22084 56717 19082 64930 18708 18706 54401 19042 12283 16653 72508 75778 74769
5991194_PI3K_Cascade	0.806615776081425	0.908993932276375	0.0670512579829467	-0.205934927646724	-0.790190794507741	38	22084 56717 19082 64930 18708 18706 19042 12283 72508 75778 74769
5991199_Signalling_to_RAS	0.701785714285714	0.855923310360475	0.0567672387487446	0.275012663006084	0.822492724602244	20	12534 17164 26417 15461 102626
5991200_Signalling_to_ERKs	0.177664974619289	0.355437665782493	0.166933848713193	-0.343289304895103	-1.22419768881491	28	19094 20662 18803 107746 29857 109880 54401 12929 26416 16653 12928
5991201_Gap-filling_DNA_repair_synthesis_and_ligation_in_GG-NER	7.36077512433208e-05	0.00086268284457172	0.538434096309916	0.753033176653084	2.13912334913159	16	69263 68240 72151 106344 19891 19687 18973 16881 18972 69745 18538 18971 19718
5991202_RNA_Polymerase_I_Chain_Elongation	0.709059233449477	0.856327804648218	0.0551351763385257	0.268245929745455	0.814748658033592	21	20018 14885 75316 17420 69833 66671 20017 21340 209357
5991203_RNA_Polymerase_I_Transcription_Termination	0.795493934142114	0.901662370226845	0.0495901956956338	0.24265138416268	0.750383461428184	23	20018 14885 75316 17420 69833 66671 20017 21340 209357
5991204_NoRC_negatively_regulates_rRNA_expression	0.486288848263254	0.670506506075922	0.0758886900606117	0.339527784509237	0.98542409509002	18	60406 20018 17191 245688 20017
5991205_Negative_epigenetic_regulation_of_rRNA_expression	0.705479452054795	0.855923310360475	0.0545680646670941	0.262297971672938	0.821532725551331	24	60406 20018 75316 17191 245688 20017 20937 21340
5991206_Epigenetic_regulation_of_gene_expression	0.470491803278689	0.659588987371559	0.072003313661988	0.281458750009531	0.98617556952313	37	60406 18140 14056 20018 11569 75316 17191
5991208_RHO_GTPases_activate_PKNs	0.40547263681592	0.609248628651614	0.103576326612592	-0.296132570632603	-1.04891615529659	27	17886 15077 97114 329251 17978 67938 54401 17904 109333 69386 77579
5991209_RHO_GTPase_Effectors	5.00781479452418e-11	2.09612819256512e-09	0.851339057116899	0.524879644608933	2.35114928781121	157	66336 66977 20430 104215 233406 107995 66442 52276 67629 72415 56150 12385 20877 12615 11799 66468 73804 70454 60411 208628 228421 68014 12236 18817 66934 108000 26886 72155 229841 67052 16319 12704 67203 18645 12235 381318 66570 102920 544963 75786 17970 26417 69736 70385 22628 22627 56378 404710
5991210_Signaling_by_Rho_GTPases	1.64490081620772e-07	4.01629949290719e-06	0.690132458796796	0.423851201438441	2.0048211961959	231	66336 66977 20430 104215 233406 107995 66442 52276 67629 72415 218581 56150 12385 20877 12615 11799 66468 73910 73804 26934 70454 60411 208628 228421 68014 12236 18817 66934 16443 108000 26886 14570 57257 72155 229841 67052 17207 16319 12704 67203 18645 12235 381318 66570 228482 102920 544963 75786 17970 26417 69736 70385 22628 14569 22627 56378 404710
5991211_mRNA_Splicing_-_Minor_Pathway	0.84974958263773	0.918339924228642	0.0448645113168564	0.217920319929631	0.71852443922062	30	20641 68705 107686 27756 69878 20638 69833 68092 20643 66055 27366 20624 20021
5991215_RNA_Polymerase_II_Transcription_Pre-Initiation_And_Promoter_Opening	0.988391376451078	0.993477438422524	0.0376142599562161	0.142905103904916	0.476665921567948	31	14885 68705 17420 69833 66671 68153 209357 20021 99730 68776 229906 98053
5991216_Transport_of_Mature_mRNA_derived_from_an_Intron-Containing_Transcript	0.411363636363636	0.614946660482375	0.0972150808846466	-0.321187434997228	-1.04300477960773	19	53319 67996 71713 68134 69207 51796 433702
5991217_Transport_of_Mature_Transcript_to_Cytoplasm	0.512941176470588	0.695795206971678	0.0865399737444125	-0.282694174748516	-0.959195307478131	23	53319 94230 67996 71713 68134 69207 51796 433702 54451
5991222_Double-Strand_Break_Repair	0.0231111865436209	0.0925907262326742	0.352487857583619	0.610982226345196	1.68514441873885	15	19361 15270 12189 68240 17535 19891 16881
5991231_Ubiquitin-dependent_degradation_of_Cyclin_D1	0.113114754098361	0.268086645671972	0.16823816568964	0.385679175854223	1.35134324617149	37	12567 17463 26440 26444 19179 228769 26445 57296 19170 67151 26442 19177 23996 19192 22190 19172 23997 19166 19173 16913 26441 53380
5991232_Ubiquitin-dependent_degradation_of_Cyclin_D	0.113114754098361	0.268086645671972	0.16823816568964	0.385679175854223	1.35134324617149	37	12567 17463 26440 26444 19179 228769 26445 57296 19170 67151 26442 19177 23996 19192 22190 19172 23997 19166 19173 16913 26441 53380
5991234_Triglyceride_Biosynthesis	0.00118420390598581	0.00913083538036427	0.45505986738723	0.600865630057702	1.9379919898193	27	68262 50790 28169 52123 216739 170439 13358 13350 433256 14104 30963 67512 231510 54325 14933 56348
5991235_RNA_Polymerase_II_Promoter_Escape	0.988391376451078	0.993477438422524	0.0376142599562161	0.142905103904916	0.476665921567948	31	14885 68705 17420 69833 66671 68153 209357 20021 99730 68776 229906 98053
5991236_RNA_Polymerase_II_Transcription_Initiation_And_Promoter_Clearance	0.988391376451078	0.993477438422524	0.0376142599562161	0.142905103904916	0.476665921567948	31	14885 68705 17420 69833 66671 68153 209357 20021 99730 68776 229906 98053
5991238_RNA_Polymerase_II_Transcription_Initiation	0.988391376451078	0.993477438422524	0.0376142599562161	0.142905103904916	0.476665921567948	31	14885 68705 17420 69833 66671 68153 209357 20021 99730 68776 229906 98053
5991240_Peroxisomal_lipid_metabolism	0.675579322638146	0.833451543296745	0.0584693210386381	0.295029352300054	0.838082830545675	16	74114 15926 67420 56794 228061 11666
5991241_Synthesis_of_PA	0.0894454382826476	0.238661818181818	0.199915231309662	0.505753510913795	1.45248472266616	17	68262 28169 52123 66350 67512 231510 18806
5991242_Glycerophospholipid_biosynthesis	0.41588785046729	0.620127939882524	0.0756946307932749	0.274111429770533	1.04276296705912	54	226856 68262 28169 66461 52123 66350 13350 28042 67216 225845 67512 231510 104759 236899 18806 23945 13026
5991243_Phospholipid_metabolism	0.35258358662614	0.55392488408289	0.126253987849115	-0.227129162811402	-1.06979829663512	89	100434 12651 269180 18710 74182 18711 18720 19062 66826 224020 74451 18708 170749 18706 64436 68682 320951 18718 99712 320207 75320 11842 20975 68671 18704 74769 19211 333433 18707 116939 14712 70568 12660
5991248_RNA_Polymerase_III_Transcription_Initiation_From_Type_1_Promoter	0.321755027422304	0.527808053284893	0.0988903007520636	0.385646851690777	1.1192771760962	18	20018 67005 66596 69870 69833 74414 70408 78929
5991249_RNA_Polymerase_III_Transcription_Initiation	0.616438356164384	0.785288862418106	0.0609039347452418	0.282540471294924	0.884933428882569	24	20018 67005 66596 69870 69833 74414
5991250_RNA_Polymerase_III_Transcription	0.616438356164384	0.785288862418106	0.0609039347452418	0.282540471294924	0.884933428882569	24	20018 67005 66596 69870 69833 74414
5991251_RNA_Polymerase_III_Abortive_And_Retractive_Initiation	0.616438356164384	0.785288862418106	0.0609039347452418	0.282540471294924	0.884933428882569	24	20018 67005 66596 69870 69833 74414
5991254_Cytochrome_P450_-_arranged_by_substrate_type	0.801324503311258	0.906517681352118	0.0471642455670861	0.235697392805473	0.756860499834973	26	13121 14148 70101 13107 74519 13081 13114 100066 13070 71754 320997 13110 56050 380997 13075 13085 56388 106648 244209 110115
5991262_Arachidonic_acid_metabolism	0.25982905982906	0.462183478621835	0.107972360317345	0.376350302891608	1.18593343613983	25	17164 27384 622402 67103 64292 77219 11690
5991263_mRNA_Capping	0.846153846153846	0.918339924228642	0.0471642455670861	0.230798943865133	0.704974763172983	22	14885 68705 17420 67897 69833 66671 68092 209357 20021
5991264_RNA_Pol_II_CTD_phosphorylation_and_interaction_with_CE	0.839285714285714	0.915868582069699	0.048505983646947	0.240230685060269	0.718468700780927	20	14885 68705 17420 67897 69833 66671 209357 20021
5991274_Processing_of_Capped_Intronless_Pre-mRNA	0.858885017421603	0.922370901962739	0.0463227785794633	0.228340725844003	0.693543794429074	21	20492 116748 69878 20638 68219 68092 243963 20643
5991275_Post-Elongation_Processing_of_Intronless_pre-mRNA	0.858885017421603	0.922370901962739	0.0463227785794633	0.228340725844003	0.693543794429074	21	20492 116748 69878 20638 68219 68092 243963 20643
5991284_RNA_Polymerase_III_Transcription_Initiation_From_Type_2_Promoter	0.497316636851521	0.679318296491821	0.0736212741014394	0.343283573719085	0.985883707397932	17	20018 67005 69870 69833 74414 70408 78929
5991285_RNA_Polymerase_III_Transcription_Initiation_From_Type_3_Promoter	0.45438282647585	0.643742968698299	0.0782955249944794	0.353994129128792	1.01664358897693	17	20018 67005 69870 69833 74414 70408 78929
5991288_Transport_of_vitamins,_nucleosides,_and_related_molecules	0.818181818181818	0.914628048581028	0.0633597010643758	-0.221856250975534	-0.757639797335607	24	243328 108652 71279 26569 108096 24060
5991293_Prolonged_ERK_activation_events	0.46031746031746	0.649970001263105	0.0905428948469474	-0.325178259722763	-0.997513727607351	16	18803 107746 109880 54401 12929 16653 12928
5991298_NCAM_signaling_for_neurite_out-growth	0.432387312186978	0.630295932690471	0.077274697304471	0.304367641597431	1.02400451741304	32	19122 12534 73086 26417 15461
5991299_Axon_guidance	0.717774762550882	0.860078277886497	0.0431036828790402	0.194158434924971	0.877544703432374	169	19122 12933 71653 16412 12534 16410 11658 16443 73086 57257 14733 208117 14159 12661 11773 26417 15461 13800 56378 16571
5991300_Developmental_Biology	0.140393307678356	0.303581100736224	0.249246554383295	-0.220961561911613	-1.19270471696244	231	12517 19094 12912 20112 14083 20437 18222 76199 226251 20662 11479 14360 19165 56458 19014 18803 19877 13643 17127 20452 26896 17128 11352 17886 20742 15516 229003 29857 13641 224105 223666 227377 17977 17978 12537 17973 13383 67938 54401 213498 17974 12387 21667 14026 18761 68799 18738 70208 16333 67381 26416 59024 16653 13385 18479 327987
5991301_Interleukin-2_signaling	0.0617696160267112	0.187959536146065	0.234392647294686	0.444649095127445	1.46609201853949	30	16184 16185 14389 12534 171285 26417 15461 16453 16332
5991302_Signaling_by_Interleukins	0.0992623723594668	0.250723061218308	0.287805130535564	-0.302915300670914	-1.36233300489906	69	16194 16195 16150 21682 16451 15234 20662 26406 14360 67245 12402 107746 16452 18708 20848 18706 54401 16183 12929 16197 21402 16653 20850 20851 12928 17874 74769
5991303_Cytokine_Signaling_in_Immune_system	0.154269972451791	0.326361746775268	0.128788713061714	0.266657300223923	1.19861021535279	162	216233 17750 12505 16184 16185 15979 14389 246727 26410 17999 12534 12700 171285 12703 14469 14961 66892 15978 26987 27056 15976 26399 26417 15461 16453 16332 15900 93765
5991304_Gastrin-CREB_signalling_pathway_via_PKC_and_MAPK	0.238304093567252	0.433683847299408	0.103576326612592	0.27551173117411	1.15793658043297	96	58861 14062 16952 16995 12534 15200 14702 70086 14682 14676 26417 233079 14064 15461 14767 78826 20305
5991305_SHC1_events_in_ERBB2_signaling	0.3327239488117	0.536630036630037	0.096887770327544	0.403043553603859	1.11163069166022	15	12534 15200 26417 15461
5991307_Signaling_by_ERBB4	0.282674772036474	0.491535360277074	0.142901149386948	-0.239053904484361	-1.11561729853879	83	12912 20662 14360 19165 56458 22084 56717 77647 15370 16452 78757 18708 18706 54401 16818 21402 12524 58988 16653 20850 75778 20851 74769 56637 19211 18707 100042150 20185
